Annee;Auteur_affil;Isn;Langue;M_coll_auteur;M_lieu_edition;M_titre_orig;Projet_develop;Resume;Titre;source
1967; Pontanier, R.(ORSTOM);39080; (FR); DIV. SOLS; Tunis; Etude pedologique du perimètre du Nefzaoua;; /Document technique/ sur la /pédologie/ du /périmètre d'irrigation/ de /Nefzaoua/ - Données sur la /climatologie/, la /géologie/, l/hydrologie/, la /couverture végétale/, la /géomorphologie/, les /sol/s et la /mise en valeur agricole/; Etude pedologique du perimètre du Nefzaoua;http://www.onagri.tn/uploads/docagri/39080.PDF
1972; Mohdi, M. Belkhodja, K.;39059; (FR); DIV. SOLS; Tunis; Etude pedologique du perimètre irrigue de Djilma Mte garde;; /Carte pedologique/ du /perimetre d'irrigation/ de /Djelma/; Etude pedologique du perimètre irrigue de Djilma Mte garde;http://www.onagri.tn/uploads/docagri/39059.PDF
1972; BEN Salah, A. Rezgui, M.;39060; (FR); DIV. SOLS; Tunis; Etude pedologique de l'extension de Nechiou (El Guettar);; /Document technique/ sur la /pedologie/ du /perimetre d'irrigation/ Nechiou dans l/oasis/ d'El Guettar - Données sur les /sol/s, les /ressources en eau/, l/irrigation/ et le /drainage/; Etude pedologique de l'extension de Nechiou (El Guettar);http://www.onagri.tn/uploads/docagri/39060.PDF
1972; Cheour, R. Souissi, A.;39061; (FR); DIV. SOLS; Tunis; Etude pédologique du perimètre de la haute vallée de la Medjerdah. Perimètre de Badrouna;; /Carte pedologique/ du /perimetre d'irrigation/ de /Badrouna/ dans la /haute vallee de la Medjerda/; Etude pédologique du perimètre de la haute vallée de la Medjerdah. Perimètre de Badrouna;http://www.onagri.tn/uploads/docagri/39061.PDF
1969; Pontanier, R.(ORSTOM);39068; (FR); DIV. SOLS; Tunis; Etude pedologique du perimètre de Regueb Sud (zone sud);; /Document technique/ sur la /pedologie/ de l/URD/ d/Er Regueb/ - Données sur la /climatologie/, /geologie/, /couverture vegetale/, l/hydrologie/, les /sol/s et la /mise en valeur agricole/; Etude pedologique du perimètre de Regueb Sud (zone sud);http://www.onagri.tn/uploads/docagri/39068.PDF
1969;DIV. PA;30689;(FR);DIV. PA;TUNIS;Note hydrologique sur l'oued Hatab à kanguet Slougui;;/DOCUMENT TECHNIQUE/ SUR LA /MISE EN VALEUR AGRICOLE/ DES /EXPLOITATION FAMILIALE/ FORMANT LES /COOPERATIVE AGRICOLE DE SERVICE/ DE L'URD D/OUED ZARGA/ - DONNEES SUR LA /SURFACE AGRICOLE UTILE/ AVEC /OCCUPATION DES SOLS/. LE /CHEPTEL/. LE /NIVEAU DE MECANISATION/, L/EMPLOI AGRICOLE/ DANS CHAQUE /EXPLOITATION AGRICOLE/. PLAN PARCELLAIRE;GOUVERNORAT DE BEJA. URD D'OUED ZARGA. ETUDE DE MISE EN VALEUR DES EXPLOITATIONS PRIVEES;http://www.onagri.tn/uploads/docagri/30689.PDF
1969;;33904;(FR);DIV. GRHER;Tunis;Rapport 1970-1971, programme 1971-1972 de la station experimentale de Manouba (SEM);;/Document technique/ sur l'etude des possibilites techniques et la /rentabilite/ economique de l'utilisation des /eau/x excedentaires du /lac Ichkeul/ et de l/oued Medjerda/ pour l/alimentation en eau potable/ de /Tunis/, /Bizerte/, /Menzel Bourguiba/, /Hammamet/ et /Nabeul/ et dans l/irrigation/;Bassins Medjerda - Ichkeul. Plan d'utilisation des eaux. Excedentaires. Etude technique;http://www.onagri.tn/uploads/docagri/33904.PDF
1972;Mohdi, M.Belkhodja, K.;39059;(FR);DIV. SOLS;Tunis;Gouvernorat de Gafsa. Projet de mise en valeur des zones de Sidi Bou Baker, Bled Amra, Chenoufia-Douara et Bled Ettalh;;/Carte pedologique/ du /perimetre d'irrigation/ de /Djelma/;Etude pedologique du perimètre irrigue de Djilma Mte garde;http://www.onagri.tn/uploads/docagri/39059.PDF
1972;BEN Salah, A.Rezgui, M.;39060;(FR);DIV. SOLS;Tunis;Etude pédologique du perimètre de la haute vallée de la Medjerdah. Perimètre de Badrouna;;/Document technique/ sur la /pedologie/ du /perimetre d'irrigation/ Nechiou dans l/oasis/ d'El Guettar - Données sur les /sol/s, les /ressources en eau/, l/irrigation/ et le /drainage/;Etude pedologique de l'extension de Nechiou (El Guettar);http://www.onagri.tn/uploads/docagri/39060.PDF
1972;Cheour, R.Souissi, A.;39061;(FR);DIV. SOLS;Tunis;Etude pedologique du perimètre de Bou Jarboua (region de Sfax);;/Carte pedologique/ du /perimetre d'irrigation/ de /Badrouna/ dans la /haute vallee de la Medjerda/;Etude pédologique du perimètre de la haute vallée de la Medjerdah. Perimètre de Badrouna;http://www.onagri.tn/uploads/docagri/39061.PDF
1969;Belkhodja, K.Rezgui, M.;39063;(FR);DIV. SOLS;Tunis;Etude pedologique du perimètre d'Ouled Asker 2;;/Carte pedologique/ du /perimetre d'irrigation/ de Sidi Abdelkafi dans la region de /Sfax/;Etude pedologique du perimètre de Sidi Abdelkafi (region de Sfax);http://www.onagri.tn/uploads/docagri/39063.PDF
1968;Gaddas, R.Gaaya, H.Rezgui, H.;39064;(FR);DIV. SOLS;Tunis;Etude pedologique du perimètre de Chenoufia 2;;/Carte pedologique/ du /perimetre d'irrigation/ d/oued Asker/ 2;Etude pedologique du perimètre d'Ouled Asker 2;http://www.onagri.tn/uploads/docagri/39064.PDF
1970;Ouchtati, B.;39066;(FR);DIV. SOLS;Tunis;Etude pedologique du perimètre des lacs collinaires de Menzel-Temime;;;Etude pedologique du perimètre de Mohibeus 1 et 2 (Sedjenane);http://www.onagri.tn/uploads/docagri/39066.PDF
1969;Souissi, A.;39067;(FR);DIV. SOLS;Tunis;Etude pedologique du perimètre de Regueb Sud (zone sud);;/Document technique/ sur la /pedologie/ des /lac/s collinaires de /Menzel Temime/;Etude pedologique du perimètre des lacs collinaires de Menzel-Temime;http://www.onagri.tn/uploads/docagri/39067.PDF
1969;Pontanier, R.(ORSTOM);39068;(FR);DIV. SOLS;Tunis;Etude pedologique du perimètre de Zamlet El Beida;;/Document technique/ sur la /pedologie/ de l/URD/ d/Er Regueb/ - Données sur la /climatologie/, /geologie/, /couverture vegetale/, l/hydrologie/, les /sol/s et la /mise en valeur agricole/;Etude pedologique du perimètre de Regueb Sud (zone sud);http://www.onagri.tn/uploads/docagri/39068.PDF
1969;BEN Salah, A.;39069;(FR);DIV. SOLS;Tunis;Etude du secteur des cultures maraicheres. Analyse de la situation actuelle. Projet de promotion du secteur;;;Etude pedologique du perimètre de Zamlet El Beida;http://www.onagri.tn/uploads/docagri/39069.PDF
1970;Loyer, J.Y.(ORSTOM);39070;(FR);DIV. SOLS;Tunis;Etude pedologique des zones agricoles de la region d'Ain Kerma (environ de Sakiet Sidi Youssef);;/Document technique/ sur la /pedologie/ de l/URD/ de /Garn Halfaya/ dans le /gouvernorat du Kef/ - Donnees sur la /climatologie/, /geologie/, /couverture vegetale/, les /sol/s et la /mise en valeur agricole/;Etude pedologique de l'URD de Guarn Halfaya;http://www.onagri.tn/uploads/docagri/39070.PDF
1970;Loyer, J.Y.(ORSTOM)Knani, H.(DS);39071;(FR);DIV. SOLS;Tunis;Etude pedologique des zones agricoles de la region de Touireuf (dossier URD de Sakiet Sidi Youssef);;;Etude pedologique des zones agricoles de la region d'Ain Kerma (environ de Sakiet Sidi Youssef);http://www.onagri.tn/uploads/docagri/39071.PDF
1969;Souissi, A.Djelidi, B.;39082;(FR);DIV. SOLS;Tunis;Projet de developpement du Nord Ouest;;/Document technique/ sur la /pedologie/ de l/URD/ de /Chebba/ - Données sur la /climatologie/, la /geologie/, la /classification des sols/, les /profil du sol/ et la /mise en valeur agricole/;Etude pedologique de l'URD de Chebba;http://www.onagri.tn/uploads/docagri/39082.PDF
1963;SOGETHA (TN);50180;(FR);SOGETHA (TN);Tunis;Barrage de Taullierville. Protection cathodique des rideaux de protection de berges et du tronc commun;;/Rapport preliminaire/ comportant le programme de /mise en valeur agricole/ des /terres collectives/ du /gouvernorat de Gafsa/;Amenagement des terres collectives du gouvernorat de Gafsa;http://www.onagri.tn/uploads/docagri/50180.PDF
1955;DIR. TP.SECCO (FR);50184;(FR);DIR. TP.SECCO (FR);Paris (FR);Amenagement des terres collectives du gouvernorat de Gafsa;;/Document technique/ sur le plan d'installation de la protection cathodique des rideaux de berges et du tronc commun intervenant dans les travaux du /barrage/ de Taullierville;Barrage de Taullierville. Protection cathodique des rideaux de protection de berges et du tronc commun;http://www.onagri.tn/uploads/docagri/50184.PDF
1963;SOGETHA (TN);50192;(FR);SOGETHA (TN);Tunis;Amenagement des oasis du sud Tunisien, groupes de: Gabes-Sud, Mareth, Kebili (presqu'ile), Kebili (reste du groupe), region de Tozeur, Gafsa, region de Gafsa;;/Document technique/ concern. l'amenagement des /terres collectives/ du /gouvernorat de Gafsa/ - Données sur les travaux de /mise en valeur agricole/ des terres collectives qui consistent en la plantation des /olivier/s, /amandier/ et /cactus/. /Amenagement des parcours/, installation de /brise vent/, /amenagement hydraulique/ et /amenagement foncier/;Amenagement des terres collectives du gouvernorat de Gafsa;http://www.onagri.tn/uploads/docagri/50192.PDF
1965;SOGETHA (TN)HER;50216;(FR);SOGETHA (TN)HER;Tunis;Conduite du Sahel, doublement du tronc commun Haffouz-El Onk. Schema de realisation, investissements;;/Document technique/ sur le bilan des etudes et des travaux d'amenagement hydro-agricole des /oasis/ de /Gabès/, /Gafsa/, /Mareth/, /Kebili/ et /Tozeur/;Amenagement des oasis du sud Tunisien, groupes de: Gabes-Sud, Mareth, Kebili (presqu'ile), Kebili (reste du groupe), region de Tozeur, Gafsa, region de Gafsa;http://www.onagri.tn/uploads/docagri/50216.PDF
1965;SOGETHA (TN)HER;50217;(FR);SOGETHA (TN)HER;Tunis;Adductions du Sahel, possibilités de mesure des debits;;/Document technique/ sur le doublement de la /conduite d'eau/ de /Haffouz/ au /Sahel/. Schema de realisation et coût d/investissement/;Conduite du Sahel, doublement du tronc commun Haffouz-El Onk. Schema de realisation, investissements;http://www.onagri.tn/uploads/docagri/50217.PDF
1965;SOGETHA (TN);50218;(FR);SOGETHA (TN);Tunis;Plan quinquennal 1982-1986. Programme des travaux forestiers et de CES gestion 1982. Ventilation des credits par actions et par projet. Programme national;;/Document technique/ sur l/adduction d'eau potable/ du /Sahel/ les mesures de /debit/s transites par les adductions. Taux de /consommation/ de la population en /eau/;Adductions du Sahel, possibilités de mesure des debits;http://www.onagri.tn/uploads/docagri/50218.PDF
1967;SOGETHA (TN)CRDA, SOUSSE;50230;(FR);SOGETHA (TN)CRDA, SOUSSE;Tunis;Gouvernorat de Gafsa, projet oued Baiech, irrigation par epandage d'eaux de crues;;/Note technique/ sur l'etude de l/alimentation en eau potable/ des villes du /Sahel/ et les /ressources en eau/ - Données sur la /methode de calcul/ des previsions, bilan des ressources et comparaison des besoins et des ressources. Liste des localites desservies;Alimentation en eau potable des villes du Sahel. Données de base;http://www.onagri.tn/uploads/docagri/50230.PDF
1967;SOGETHA (TN)HER;50239;(FR);SOGETHA (TN)HER;Tunis;Region de Sidi Bouzid, bassin d'horchane - Braga. Recherches et études des eaux souterraines;;/Document technique/ concern. l/alimentation en eau potable/ de la ville de /Kalaa Kebira/ de la region du Sahel. Etude des reseaux d/adduction d'eau potable/ - Données sur les objectifs visés par le projet, sur les /besoin en eau/ de la ville. Schema général du réseau de distribution et profils en long des /conduite d'eau/ maitresses;Alimentation en eau potable des villes du Sahel. Ville de Kalaa Kebira, reseau de distribution;http://www.onagri.tn/uploads/docagri/50239.PDF
1961;Parzy, R.;50240;(FR);SOGETHA (TN)HAR;Tunis;Etude hydrologique par prospection electrique de la region de Sbiba;;/Document technique/ sur les /eau souterraine/s et sur la /nappe souterraine/ du bassin d/Horchane Braga/ de la région de /Sidi Bouzid/ - Données sur le /climat/ et la /geologie regionale/ sur l/hydrogeologie/, la /nappe phreatique/ et les /nappe profonde/s sur les /coupe geologique/ et sur la /prospection electrique/. /geochimie/ des nappe profondes et /carte geologique/ de la region;Region de Sidi Bouzid, bassin d'horchane - Braga. Recherches et études des eaux souterraines;http://www.onagri.tn/uploads/docagri/50240.PDF
1948;DIR. TP.CAG (MA);50241;(FR);DIR. TP.CAG (MA);Casablanca (MA);Applications de la prospection electrique aux recherches hydrologiques dans les régions de Fondouk Djedid et Hadjeb El Aioun;;/Document technique/ sur l'etude de l/hydrologie/ par /prospection electrique/ de la region de /Sbiba/;Etude hydrologique par prospection electrique de la region de Sbiba;http://www.onagri.tn/uploads/docagri/50241.PDF
1969;SOGETHA (TN);50249;(FR);SOGETHA (TN);Tunis;Domaine El Alem, creation d'unites de polyculture. Dossier général;;/Note technique/ sur l/alimentation en eau/ des villes du /Sahel/ les /ressources en eau/ et la /consommation/ d/eau/;Alimentation en eau des villes du Sahel Sud;http://www.onagri.tn/uploads/docagri/50249.PDF
1974; Dosseur, H.;50045; (FR); ORSTOM (FR) HAR; Paris (FR); Etude hydologique pour l'aménagement des eaux du nord de la Tunisie;;; Etude hydologique pour l'aménagement des eaux du nord de la Tunisie;http://www.onagri.tn/uploads/docagri/50045.PDF
1973;OMVVM PPI;50553;(FR);OMVVM PPI;Tunis;Bilan des activites de la division des ressources en eau pour l'année 1980;;/Document technique/ presentant l/analyse de projet/ d'intensification et de /mise en valeur agricole/ des /perimetre d'irrigation/ de la /basse vallee de la Medjerda/ et son /analyse economique/ - Données sur les perimetres, sur les moyens de production et la /vulgarisation agricole/. Description des elements du projet, et evaluation des couts. /Assolement/s types, evolution de la consommation des /intrants/, de la superficie cultivee et des /rendement/s. /Budget/ de l/exploitation agricole/ et de l/OMVVM PPI/;Renseignements et evaluations concernant le projet d'intensification de mise en valeur des perimètres irrigués de la basse vallée de la Medjerda;http://www.onagri.tn/uploads/docagri/50553.PDF
1975;;50606;(FR);DGR;Tunis;Gouvernorat de Kairouan. Perimètre irrigable de Zafrana 3. Projet d'execution. A1 Memoire explicatif;;/Document technique/ concern. l/alimentation en eau potable/ de /Messyouta/ - /Ressources en eau/ de la region Messyouta. Etude et calcul des /besoin en eau/s suivant l/evolution demographique/ de cette region. /Debit/ des differents /puits/ fonctionnement des reseaux d/adduction d'eau potable/. /Materiau de construction/ pour l'amenagement de nouveaux puits et devis estimatif;Gouvernorat de kairouan. Delegation de Haffouz. Alimentation en eau potable de Missiouta;http://www.onagri.tn/uploads/docagri/50606.PDF
1970;DPA;50618;(FR);DPA;Tunis;Plan directeur d'assainissement des plaines du Nord de la Tunisie;;;gouvernorat de Kairouan. Perimetre irrigable de oued Khrioua. Projet de mise en valeur;http://www.onagri.tn/uploads/docagri/50618.PDF
1971;DGR;50622;(FR);DGR;Tunis;Gouvernorat de Gabes. Irrigation de l'Oasis de Bou Chemma, projet d'execution;;/Document technique/ sur l/amenagement hydraulique/ de l/Oasis/ de /Mareth/1. Metre et devis estimatif de l'equipement;Gouvernorat de Gabes, Oasis de Mareth 1;http://www.onagri.tn/uploads/docagri/50622.PDF
1967;DGR;50624;(FR);DGR;Tunis;Note sur les ressources en eau de la nappe de Djilma dans la region de Oulad Asker;;/Document technique/ sur la /reconversion des plantations/ de l/Oasis/ de /Bou Chemma/;Reconversion de l'oasis de Bou Chemma. Dossier de prise en consideration;http://www.onagri.tn/uploads/docagri/50624.PDF
1970;Zebidi, H.;50627;(FR);DRE;Tunis;Gouvernorat de Gafsa, perimètre de Sidi Bou Baker A1. Memoire explicative, A2 avant metre, A3 devis reserve a l'administration;;/Document technique/ sur les /ressources en eau/ de la /nappe souterraine/ de /Djelma/ dans la region de Oulad Asker;Note sur les ressources en eau de la nappe de Djilma dans la region de Oulad Asker;http://www.onagri.tn/uploads/docagri/50627.PDF
1972;DIV. GR;50644;(FR);DIV. GR;Tunis;Estimation des investissements hydrauliques dans differents perimetres irriguées (selon les études);;/Document technique/ sur les /ressources en eau/ et le /reseau d'irrigation/ de l/oasis/ d/El Hamma/;Compte rendu sur l'etat actuel de l'oasis d'El Hamma (au mois de mai 1972);http://www.onagri.tn/uploads/docagri/50644.PDF
1969;DIV. GR;50656;(FR);DIV. GR;Tunis;Perimetre de Feriana, adduction d'eau du sondage Ras El Ain no. 2, au chute no. 5. Solution provisoire, memoire et devis estimatif;;/Document technique/ sur l/irrigation/ à partir des /eau usée/s de l/usine/ de /cellulose/ de /Kasserine/;Gouvernorat de Kasserine, irrigation a partir des eaux usées de l'usine de cellulose. Projet d'execution;http://www.onagri.tn/uploads/docagri/50656.PDF
1971;DIV. GR;50657;(FR);DIV. GR;Tunis;Gouvernorat de Kasserine, evacuation des eaux usées de l'usine de cellulose;;/Document technique/ sur l/adduction d'eau/ du sondage /Ras El Ain/ avec la chute no. 5;Perimetre de Feriana, adduction d'eau du sondage Ras El Ain no. 2, au chute no. 5. Solution provisoire, memoire et devis estimatif;http://www.onagri.tn/uploads/docagri/50657.PDF
1953;Tixeront, J.;50663;(FR);DIR. TP.;Tunis;Coût du M3 d'eau et la determination du système d'irrigation optimum;;/Document technique/ sur les /ressources en eau/ et les besoins pour l/alimentation en eau potable/ de /Sfax/ et de /Sbeitla/;Ressources et besoins d'eau à Sfax et le long de la conduite de Sbeitla à Sfax;http://www.onagri.tn/uploads/docagri/50663.PDF
1972;DGR;50665;(FR);DGR;Tunis;Etablissement d'une tarification du M3 d'eau d'irrigation pour 10 perimètres du centre Tunisien;;/Document technique/ concern. le /prix de l'eau/ et la determination d'une /technique d'irrigation/ optimum - Données sur l'efficacite de chaque systeme d'irrigation optimum pour l/economie de l'eau/, sur les pertes d'esu et les rendements dans les /seguia/s, les canaux prefabriques et les /tuyau/x;Coût du M3 d'eau et la determination du système d'irrigation optimum;http://www.onagri.tn/uploads/docagri/50665.PDF
1961;DGR;50513;(FR);DGR;Tunis;Apports et qualites des étages dans quelques stations du Miliane et au barrage de Bir M'Cherga;;;Assainissement de la plaine des Meknas reseau secondaire et travaux annexes. Projet d'execution;http://www.onagri.tn/uploads/docagri/50513.PDF
1973;Elsholz, M.Gutmann, A.Staschen, G.;50530;(FR);DRE;Tunis;Projet de vulgarisation dans les perimètres irrigués de Kairouannais;;/Monographie/ sur l/hydrologie/ de l/oued Miliane/ - Données sur l'hydrologie du /bassin versant/ de l'oued Miliane, la /topographie/, /carte geologique/, schema des stations de mesure, la /pluviometrie/, le /profil hydrique du sol/. Tableaux des /debit/s des stations et des caracteristiques des /crue/s;Monographie de l'oued Miliane;http://www.onagri.tn/uploads/docagri/50530.PDF
1969;;50609;(FR);DGR;Tunis;Plan directeur d'assainissement des plaines du Nord de la Tunisie;;/Document technique/ sur l'amenagement hydraulique du /perimètre d'irrigation/ de /Zaafrana/ 3 - Geographie, /topographie/ et /pedologie/ du perimètre. Caracteristiques du perimètre: amenagement agricole, /besoin en eau/ d/irrigation/, /captage d'eau/, parametres d'irrigation et /lessivage du sol/. Caracteristiques de l'amenagement hydraulique: /reseau d'irrigation/, /reseau de drainage/ et /conduite d'eau/;Gouvernorat de Kairouan. Perimètre irrigable de Zafrana 3. Projet d'execution. A1 Memoire explicatif;http://www.onagri.tn/uploads/docagri/50609.PDF
1971;DGR;50613;(FR);DGR;Tunis;gouvernorat de Kairouan. Perimetre irrigable de oued Khrioua. Projet de mise en valeur;;/Document technique/ concern. l'evaluation de la situation actuelle des /perimètre d'irrigation/ de /Bled Sbitha/, d/El Karma/ et de /Bir Chebika/ dans le /gouvernorat de Kairouan/ apres les /inondation/s en vue de proceder a leur reamenagement. Description des perimètres, inventaire des /degat/s des inondations et des /ressources en eau/ disponibles;Compte rendu de la tournée sur les perimètres d'El Kerma et Bir Chbika, gouvernorat de Kairouan;http://www.onagri.tn/uploads/docagri/50613.PDF
1972;;50628;(FR);DGR;Tunis;Gouvernorat de Gafsa, amenagement des Oasis continentales, Oasis de Tozeur. Note de presentation;;/Document technique/ sur le reseau de collecte et la conduite de refoulement du /perimetre d'irrigation/ de /Sidi Bou Baker/. Avant mètre et devis estimatif;Gouvernorat de Gafsa, perimètre de Sidi Bou Baker A1. Memoire explicative, A2 avant metre, A3 devis reserve a l'administration;http://www.onagri.tn/uploads/docagri/50628.PDF
1968;DGR;50629;(FR);DGR;Tunis;Plan directeur d'assainissement des plaines du Nord de la Tunisie;;/Document technique/ sur la situation actuelle de l/Oasis/ de /Tozeur/;Gouvernorat de Gafsa, amenagement des Oasis continentales, Oasis de Tozeur. Note de presentation;http://www.onagri.tn/uploads/docagri/50629.PDF
1967;DGR;50631;(FR);DGR;Tunis;Gouvernorat de Gabes, perimetre irrigable de Chenchou, projet d'execution irrigation. Dossier d'adjudication;;;Oasis de Seldja. Adduction des eaux de surface Ras El Aioun. Projet d'execution;http://www.onagri.tn/uploads/docagri/50631.PDF
1967;DIV. GR;50634;(FR);DIV. GR;Tunis;Gouvernorat de Gabes, reconversion de l'oasis d'Oudref, projet d'execution;;/Document technique/ sur la /reconversion des plantations/ de l/oasis/ de /Ouedhref/;reconversion de l'oasis d'Oudref, dossier de prise en consideration;http://www.onagri.tn/uploads/docagri/50634.PDF
1968;DIV. GR;50642;(FR);DIV. GR;Tunis;Compte rendu sur l'etat actuel de l'oasis d'El Hamma (au mois de mai 1972);;/Document technique/ sur la situation du groupe d/Oasis/ de /Mansourah/ et Tombar et les /ressources en eau/ de la region de Gabes;Gouvernorat de Gabes. Groupe d'oasis de Mansoura et Tombar;http://www.onagri.tn/uploads/docagri/50642.PDF
1972;DGR;50666;(FR);DGR;Tunis;Données hydrologiques sur l'oued Merguellil à la station de Skhira Kef Labiodh;;/Document technique/ concern. la /tarification/ du m3 d/eau/ d/irrigation/ pour dix /perimètre d'irrigation/ de la /Tunisie du Centre/ - Données sur la methode choisie pour la fixation du /prix de l'eau/ d'irrigation;Etablissement d'une tarification du M3 d'eau d'irrigation pour 10 perimètres du centre Tunisien;http://www.onagri.tn/uploads/docagri/50666.PDF
1974;Ricolvi, M.;50672;(FR);DRE;Tunis;Quelques données sur les crues, les modifications morphologiques, et l'evolution des eaux et des alluvions du Bassin Leben - Oudrane apres les pluies de l'automne 1969;;/Document technique/ concern. le projet de reconnaissance de la /nappe profonde/ du /continental intercalaire/ en vue de son exploitation dans la région du /Djerid/. /Géologie/ de la région et caractéristiques des /forage d'eau/ proposés;Projet de reconnaissance du continental intercalaire dans la region du Djerid;http://www.onagri.tn/uploads/docagri/50672.PDF
1971;Claude, J.Pontanier, R. (ORSTOM);50675;(FR);DRES;Tunis;Presentation des resultats des premieres mesures sur la citerne de ruissellement no.1, piste de la trapsa (avr 1969 à dec 1970);;/Document technique/ sur les /crue/s et les /inondation/s de 1969, sur les modifications du /profil du sol/ et l'evolution des /eau/x et des /alluvion/s du /Bassin versant/ de l/Oued Leben/ a la suite de ces crues - Données sur les caracteristiques physiques et hydro/climat/ologiques du bassin de Leben, sur l'estimation des /debit/s et des coeficients de /ruissellement/, sur l'evolution des /salinite/s et la modification du lit de l'Oued;Quelques données sur les crues, les modifications morphologiques, et l'evolution des eaux et des alluvions du Bassin Leben - Oudrane apres les pluies de l'automne 1969;http://www.onagri.tn/uploads/docagri/50675.PDF
1971;Claude, J.Fritsch, J.M.Pontanier, R. (ORSTOM);50676;(FR);DRE;Tunis;Rapport d'activites campagne 1980-1981;;;Presentation des resultats des premieres mesures sur la citerne de ruissellement no.1, piste de la trapsa (avr 1969 à dec 1970);http://www.onagri.tn/uploads/docagri/50676.PDF
1955;Guigon, M.;50417;(FR);DIR. TP.;Tunis;Exploitation des eaux souterraines de la nappe du continantal intercalaire. Possibilites d'adduction vers la region de Gabès. Note preliminaire;;;Note preliminaire sur l'execution de la compagne de forage de moyenne hydraulique pour l'office de l'Enfida;http://www.onagri.tn/uploads/docagri/50417.PDF
1964;SOGETHA (TN)HER;50432;(FR);SOGETHA (TN)HER;Tunis;Amenagement de la plaine de Kairouan (partie sud) protection contre les crues des oueds Merguellil et Zeroud. Etude preliminaire;;/Note technique/ sur les possibilites d/adduction d'eau/ vers la region de /Gabes/ dans le cadre d'exploitation des /eau souterraine/s de la nappe du /continental intercalaire/ - Données sur les /besoin en eau/ de bonne qualite aux /oasis/ existantes et pour les nouveaux /perimètre d'irrigation/ a creer depuis /El Hamma/ jusqu'a Gabes;Exploitation des eaux souterraines de la nappe du continantal intercalaire. Possibilites d'adduction vers la region de Gabès. Note preliminaire;http://www.onagri.tn/uploads/docagri/50432.PDF
1964;SOGETHA (TN)HER;50437;(FR);SOGETHA (TN)HER;Tunis;Deviation de l'oued Zeroud vers la Sebkha Sidi El Hani, programme de l'etude d'avant projet;;/Document technique/ sur l'amenagement de la partie sud de la /plaine/ de /Kairouan/ et sur la /protection inondation/ de l/oued Merguellil/ et de l/oued Zeroud/ - Données sur l/hydrologie/ de cette region et sur l'ecoulement des /crue/s de ces oueds;Amenagement de la plaine de Kairouan (partie sud) protection contre les crues des oueds Merguellil et Zeroud. Etude preliminaire;http://www.onagri.tn/uploads/docagri/50437.PDF
1964;SOGETHA (TN)HER;50446;(FR);SOGETHA (TN)HER;Tunis;Amenagement de l'oued Seldja;;/Document technique/ concern. la deviation de l/oued Zeroud/ vers la /Sebkhat Sidi El Hani/ dans le cadre de l'amenagement de la plaine de /Kairouan/ et de la protection contre les /crue/s de Zeroud et de l/oued Merguellil/;Deviation de l'oued Zeroud vers la Sebkha Sidi El Hani, programme de l'etude d'avant projet;http://www.onagri.tn/uploads/docagri/50446.PDF
1964;SOGETHA (TN);50452;(FR);SOGETHA (TN);Tunis;Irrigation a partir de puits de surface;;/Note technique/ concern. l'amenagement de l/oued Seldja/. Données sur le programme et les caracteristiques de l'amenagement. Calcul des /investissement/s;Amenagement de l'oued Seldja;http://www.onagri.tn/uploads/docagri/50452.PDF
1976;OMVVM PPI;50503;(FR);OMVVM PPI;Tunis;Plan directeur de l'utilisation des ressources en eau et en sol du Sud. Mise en oeuvre de la 1ere tranche;;/Document technique/ sur le projet de /mise en valeur agricole/ partielle de la region de /Kalaat El Andalous/;Secteur de Galaat Landleus. Projet de mise en valeur partielle du secteur;http://www.onagri.tn/uploads/docagri/50503.PDF
1970;Koschel, R.Marx, V.;50590;(FR);DRE;Tunis;Gouvernorat de Kairouan. Perimetre irrigable de GR 6 Hadjeb El Aioun. Avant projet d'execution;;/Document technique/ sur l/hydrogeologie/ de la region /Hajeb El Aioune/ /Djelma/;Proposition pour l'etude du bilan hydrogeologique de la region Hadjeb El Aioun - Djilma;http://www.onagri.tn/uploads/docagri/50590.PDF
1965;SOGETHA (TN);50396;(FR);SOGETHA (TN);Tunis;Note sur le colmatage des Graa Ben Ammar et Bou Haneche par l'emissaire de Henchir Tobias;;Note sur la comparaison des /barrage/s de /Skhira/ et /Sidi Rimami/;Regularisation de l'oued Merguellil. Compraison des barrages de Shrira 1 et Sidi Rimani;http://www.onagri.tn/uploads/docagri/50396.PDF
1954;Mathieu, J.;50408;(FR);DIR. TP.;Tunis;Etude pedologique du perimètre de Bir Khabayat (C.F.L) - (El Hammam de Gabès);;/Note technique/ sur le colmatage des Garaa Ben Ammar et Bou Haneche par envoi des /eau/x de /crue/s de l/oued Medjerda/ a artir de /Henchir Tobias/;Note sur le colmatage des Graa Ben Ammar et Bou Haneche par l'emissaire de Henchir Tobias;http://www.onagri.tn/uploads/docagri/50408.PDF
1953;Gelpe, J.;50412;(FR);DIR. TP.;Tunis;Recherches hydrogeologiques dans le Sahel de Sousse. Sondage de l'oued Laya no. B.I.R.H. 7147/4 et bis;;/Document technique/ presentant une etude pedologique du /perimetre d'irrigation/ de Bir Khbayat pres d/El Hamma/ - Données sur l'emplacement du /puits/ la qualite de l'eau d'irrigation, les vocations culturales, delimitation du perimètre, amenagements;Etude pedologique du perimètre de Bir Khabayat (C.F.L) - (El Hammam de Gabès);http://www.onagri.tn/uploads/docagri/50412.PDF
